0,idx
ဆီးချို ရှိ သူ အတွက် ပြုစု စောင့်ရှောက် ရသူ တစ် ယောက် ရဲ့ စိတ် သော က ကို လျှော့ချ ပေး နိုင် မယ့် ခုနှစ် ချက်,idx_new_health_2623
တကယ် က တော့ အထိုင် များ တာ က နှလုံး ရောဂါ ဖြစ်နိုင်ချေ ကို တင် များ စေ နိုင် တာ မ ဟုတ် ဘဲ,idx_new_health_2627
ထို နှလုံး သွေးကြော ခြင်း အပြင် အခြား နှလုံး သွေးကြော ကို ပိတ်စေ ပျက်ဆီး စေ သော ရှားပါးသည့် အကြောင်းအရာ များ လည်း ရှိ သေး သည်,idx_new_health_2636
ဒါ က လွဲ ပြီး ကျန် တဲ့ သမား ကိုင်ဆေး တွေ ဆီးချိုဆေး သွေးတိုးကျ ဆေး ကို မျှဝေ တာ မျိုး မ လုပ် ပါ နဲ့,idx_new_health_2638
နှလုံး ခုန်မြန် အောင် တစ်ခုခု လုပ် ခိုင်း ပြီး အပြေး စက် ပေါ် တက်ပြေး ခိုင်း ပြီး နှလုံး စွမ်းဆောင်ရည် ကို စစ် တာ,idx_new_health_2673
နှလုံး ရောဂါ အမျိုးမျိုး နှလုံး ကောင်း စွာ အလုပ် မ လုပ် တော့ ခြင်း ရင်ဘတ်အောင့် ခြင်း နှလုံး ထိခိုက် ခြင်း စ သည် လေ ဖြတ် ခြင်း,idx_new_health_2687
ပုံမှန် မ ဟုတ် တဲ့ လျှပ်စစ် လှုံ့ဆော်မှု တွေ ကို ပေး တဲ့ နှလုံး အစိတ်အပိုင်း တစ်ချို့ ကို အပူ သို့ အအေး အသုံးပြု ဖျက်ဆီး ပစ် ခြင်း,idx_new_health_2699
ပြောင်းဖူး ဆေးဖက် ဝင် ပြောင်းဖူးမွှေး အပင် ဒြပ်ပေါင်း ဆီးလမ်းကြောင်း ပိုး ဝင် တာ ကိုယ်တွင်း က အဆိပ်အတောက် တွေ နှလုံး ထိခိုက် တာ ကျန်းမာရေး ပြဿနာ ထိခိုက် ဒဏ်ရာ,idx_new_health_2702
ရောဂါ အခံ ဖြစ် ရင် ပြင်းထန် နိုင် တဲ့ အုပ်စု ဥပမာ နှလုံး ရောဂါ အဝလွန် သူ တွေ လည်း ထိုး ထား သင့် ပါ တယ်,idx_new_health_2708
သွေးတိုး ကြောင့် သွေး တွင်း အဆီဓာတ် များ နေ တာ ကြောင့် ဆီးချို ကြောင့် နှလုံးရောဂါ ကြောင့် ဆေးလိပ် ကြောင့် နဲ့ အဝလွန် တာတွေ ကြောင့် ဖြစ် ရ တာ ဆို တော့,idx_new_health_2738
အထိုင် များ နေ တာ လေ့ကျင့်ခန်း လုပ် တာ က နှလုံး ရောဂါ ကို ကာကွယ် ပေး နိုင် မယ့် နည်းလမ်း ကောင်း ဖြစ် ပါ တယ်,idx_new_health_2753
အမျိုးသား တွေ နှလုံး ရောဂါ ရင်သား ကင်ဆာ စိတ်ကျန်းမာရေး ပြဿနာ စိတ် ဖိစီးမှု ဆီးလမ်းကြောင်း ပြဿနာ အရက် သောက် ခြင်း လေဖြတ် ခြင်း အရိုး အဆစ် ရောင်ရမ်း နာ,idx_new_health_2759
ဆီးချို အကြို လက္ခဏာ ခံစား လာ ရ တဲ့ အခါ ဆီးချို ဖြစ် တဲ့ အဆင့်ကို မ ရောက် စေ ဘဲ ကျန်းမာ စေ ဖို့ အ တွက်,idx_new_health_2812
ထုံကျင် ခြင်း ရှိ မ ရှိ ခြေလက် အရိုး အရေ များ တွင် စစ် နိုင် ပုံ အား သိ နိုင် ခြင်း ဆီးချို ကြောင့် အာရုံကြော ထိ ခြင်း,idx_new_health_2823
နဂို က အကောင်း ဒါမှမဟုတ် သွေးတိုး ရှိ ပေမယ့် ဆေး တွေ နဲ့ ကောင်းကောင်း ထိန်း ထား နိုင် သူ တစ် ယောက် က သွေး တွေ တက် လာ ပြီ,idx_new_health_2850
အချိုစား လို့ ဆီးချို ဖြစ် တာ လား ဆို ပြီး ဆီးချို ဖြစ် မှာ စိုး တယ် ဆို ပြီး အချို တော့ လျှော့ စား ပါ ရဲ့,idx_new_health_2904
ကိုယ် အလေးချိန် လေး ကီလိုဂရမ် ကျော် ကိုး ပေါင် ရှိ တဲ့ ကလေး ကို မွေးဖွား ထား ရင် ဒါမှမဟုတ် ကိုယ်ဝန်ဆောင် ဆီးချို ဖြစ် ခဲ့ ဖူး ရင်,idx_new_health_2927
ဆီးချို ရှိ သူ တွေ အတွက် ကျန်းမာ တဲ့ စားသောက်မှု ပုံစံ ဆီးချို က နာတာရှည် ရောဂါ ဆို ပေမယ့် လည်း ကျန်းမာရေး နဲ့ ညီညွတ် အောင် စားသုံး မယ်,idx_new_health_2959
နှလုံး သွေးလွှတ်ကြော များ ကျဉ်းမြောင်း ခြင်း နှလုံး ကြွက်သား များ ကြီးမား ထူ ထဲ လာ ခြင်းကြောင့် ဖြစ် လာ နိုင် တဲ့ နောက် ဆက် တွဲ ပြဿနာ တွေ က တော့,idx_new_health_3009
ပုံမှန် လမ်းလျှောက် တာ က နှလုံး သွေးကြော ဆိုင်ရာ ရောဂါ နဲ့ အမျိုးအစား နှစ် ဆီးချို ရောဂါ ကို တင် ကာ ကွယ် ပေး တာ မ ဟုတ် ဘဲ,idx_new_health_3020
မြေပဲဆီ ဟင်းခတ် အမွှေးအကြိုင် နှမ်းဆီ ကျန်းမာရေး နှလုံး ကျန်းမာ စေ တယ် ပြည့်ဝ ဆီ နှလုံး သွေးကြော ဆိုင်ရာ ရောဂါ သွေးတွင်း အဆီ လေး ဖက်နာ အဆစ်ရောင် ရောဂါ ဇီဝ,idx_new_health_3029
သွား နဲ့ ခံတွင်း သွား တိုက် တာ ခန္ဓာကိုယ် သွားဖုံး သွားပွတ်တံ နှလုံး ရောဂါ သွားချေး တွေ ကင်ဆာ ဝေဒနာ သွား ပိုး စား တာ သွား ဆုံးရှုံး နိုင်ခြေ,idx_new_health_3194
ဟင်း ဟာ ဦးနှောက် အတွက် သာမက အသက်ကြီး သူ တွေ မှာ အဖြစ် များ တဲ့ ဆီးချို နဲ့ နှလုံး ရောဂါ တွေ ကို လည်း တိုက်ခိုက် နိုင် ပါ တယ်,idx_new_health_3202
ဒါ့အပြင် အမျိုးသမီး တွေ နှလုံး ရောဂါ ဝေဒနာ တစ်မျိုးမျိုး ခံစား ရ ချိန် မှာ ကြုံ ရ တတ် တဲ့ တခြား သော ရောဂါ လက္ခဏာ တွေ က တော့,idx_new_health_3260
ကိုရိုနာ ဗိုင်းရပ် က အစားအစာ က တစ်ဆင့် ကူးစက် နိုင် သလား,idx_new_health_0
ကိုရိုနာ ဗိုင်းရပ်စ် ကို ကာကွယ် ဖို့ ဘာ တွေ လုပ် ရ မလဲ,idx_new_health_1
ကိုရိုနာ ဗိုင်းရပ်စ် နဲ့ ရိုးရိုး အအေးမိ တာ ဘာ တွေ ကွာ သလဲ,idx_new_health_2
ကိုရိုနာ ဗိုင်းရပ်စ် မ ကူးစက် ဖို့ သင် ဘာ တွေ လုပ် နိုင် သလဲ,idx_new_health_3
ကိုရိုနာ ဗိုင်းရပ်စ် ရောဂါ ဖြစ်ပေါ် နေ ချိန် အတွင်း မှာ ဈေးဝယ် ထွက် ခြင်း နဲ့ ခရီးသွား ခြင်း တို့ ကို အန္တရာယ် ကင်း စွာ ဘယ်လို ပြုလုပ် မလဲ,idx_new_health_4
ကိုရိုနာ ဗိုင်းရပ်စ် ဟာ အရာဝတ္ထု တွေ နှင့် မျက်နှာပြင် ပေါ် မှာ ဘယ်လောက် ကြာကြာ အသက်ရှင် နိုင် သလဲ,idx_new_health_5
စကားပြော ရုံ နဲ့ ကိုရိုနာ ဗိုင်းရပ်စ် ပိုး ကူးစက် နိုင် သလား,idx_new_health_6
ဈေးဝယ် တဲ့ အခါ ဈေး ဝယ် ထွက် တဲ့ အခါ ပိုး ကူးစက် ခြင်း မ ခံ ရအောင် ဘယ်လို ကာကွယ် မ လဲ တွေး စရာ ဖြစ် လာ ပါ တယ်,idx_new_health_7
ညီမလေး တို့ က အနုပညာ လုပ် နေ တာ ဆို တော့ ပွဲ တွေ ဘာ တွေ မှာ မက်စ် အုပ် လို့ အဆင်မပြေ တာ မျိုး ရော ရှိ နိုင် လား,idx_new_health_8
ဒါပေမဲ့ တကယ် လို့ သင့် မှာ သာမိုမီတာ မရှိ ခဲ့ ရင် အဖျား ရှိ မ ရှိ ဘယ်လို ပြော မလဲ,idx_new_health_9
ဒီ ရောဂါ မ ဖြစ် အောင် ဘယ်လို ကာကွယ် တာ က အကောင်းဆုံး နည်း ဖြစ် နိုင် မလဲ,idx_new_health_10
ဘာ တွေ လုပ် လို့ ရ မလဲ အခု ချိန် မှာ တော့ ကာကွယ်ဆေး လည်း မ ပေါ် သေး ပါ ဘူး,idx_new_health_11
ဘာ လုပ် ကြ မလဲ,idx_new_health_12
မက်စ် က ရော အမျိုးအစား ကွဲပြား တာ ရှိ သေး လား,idx_new_health_13
မက်စ် တစ် ခု ကို အချိန် ဘယ်လောက် ကြာကြာ ဝတ်ဆင် နိုင် လဲ,idx_new_health_14
မက်စ် တပ် တာ က ရော ကာကွယ် တာ မှာ ထိရောက် လား ရှင့်,idx_new_health_15
မက်စ် တွေ ကို ဘယ်လို အချိန် မှာ တပ် မ လဲ သင့် မှာ နှာစေးချောင်း ဆိုး ဖြစ် နေ ခဲ့ ရင် တပ် ပါ,idx_new_health_16
ရင်သွေး လေး မှာ ချောင်းခြောက် ဆိုး နေ တာ ဘယ်လို အကြောင်း ကြောင့် လဲ,idx_new_health_17
ရေ သောက် ခြင်း ဖြင့် ကိုရိုနာ ဗိုင်းရပ်စ် ကို ကာကွယ် နိုင် ပါ သလား,idx_new_health_18
လမ်းမ များ ကား များ နှင့် ပစ္စည်း အသုံးအဆောင် တွေ ကို ပိုးသတ် ခြင်း က ကိုရိုနာ ဗိုင်းရပ်စ် ပြန့်ပွားမှု ကို အမှန်တကယ် ကာကွယ် နိုင် သလား,idx_new_health_19
ကလေး က အသက်ရှူ တွေ မြန်လာ မယ် အသက်ရှူ ရ ခက် လာ မယ် သတိလစ် သွား မယ် ဆို ရင် တော့ နီးစပ် ရာ ဆေးခန်း ဆေးရုံ ကို ပြ ရ ပါ မယ်,idx_new_health_20
ကလေး တွေ မှာ ကိုရိုနာ ဗိုင်းရပ်စ် ကြောင့် ရောဂါ ပြင်းပြင်းထန်ထန် ခံစား ရ တာ မျိုး က ရာခိုင်နှုန်း နည်းပါး ပါ တယ်,idx_new_health_21
ကလေး များ တွင် ကိုရိုနာ ဗိုင်းရပ်စ် သည် အဖြစ် နည်း သော် လည်း ဖြစ် လျှင် ပြင်းထန် ပါ သည်,idx_new_health_22
ကိုယ်ခံအား တက် အောင် များများ အိပ် ပါစေ,idx_new_health_23
ကိုယ်ခံအား မ ကောင်း သူ တွေ ပို သတိထား ရ မယ့် ကို ရိုနာ ဗိုင်းရပ်စ်,idx_new_health_24
ကိုရိုနာ ဗိုင်းရပ်စ် ကူးစက် ခံ ရ သော ကလေး အများစု အနေ နှင့် သာမန် ဖျားနာ လက္ခဏာ များ ကို သာ ခံစား ရ ပြီးနောက် ပြန်လည် သက်သာ လာ ကြ တာ များ ပါ တယ်,idx_new_health_25
ကိုရိုနာ ဗိုင်းရပ်စ် ကြောင့် ခံစား ရ တဲ့ လက္ခဏာ တွေ ဟာ အကြောင်းရာ များ ပေါ် မူတည် ပြီး ပြင်းထန်မှု ကွာခြား နိုင် ပါ တယ်,idx_new_health_26
ကိုရိုနာ ဗိုင်းရပ်စ် တွေ ဟာ လူ တွေ မှာ အသက်ရှူ လမ်းကြောင်း ကို ပြဿနာ ပေး ပါ တယ်,idx_new_health_27
ကူးစက် ရောဂါ တစ်ခု စီ တိုင်း မှာ သူ နဲ့ သက်ဆိုင် တဲ့ ရောဂါ လက္ခဏာ တွေ ရှိ နေ တတ် ပါ တယ်,idx_new_health_28
ချောင်း တွေ ဆိုး လာ မယ်,idx_new_health_29
ချောင်းခြောက် ချွဲ မ ရှိ တာ ကြောင့် ချောင်းခြောက် လို့ ခေါ် ပါ တယ်,idx_new_health_30
ချောင်းခြောက် ဆိုး နေ တာ မျိုး လည်း ဖြစ် တတ် ပါ တယ်,idx_new_health_31
ချောင်းခြောက် ဆိုး ပြီး မ သက်မသာ ဖြစ် နေ တဲ့ ရင် သွေး လေး ကို မုန်ညင်း ဆီ နွေး လေး နဲ့ နှိပ်နယ် ပေး လိုက် ပါ ဦး,idx_new_health_32
ချောင်းဆိုး ခြင်း အိပ်ရာ ထဲ မှာ လှဲ အိပ် နေ တုန်း ချောင်းခြောက် ဆိုး နိုင် ပါ တယ်,idx_new_health_33
ချောင်းဆိုး သည့် အခါ အသံ တိမ် ၀င် သွား တတ် ပါ တယ်,idx_new_health_34
ချွဲ တွေ ပန်းရောင် သမ်း ရ ခြင်း က တော့ သွေး အနည်းငယ် ပါ လို့ ဖြစ် ပါ တယ်,idx_new_health_35
ချွဲ ထွက် သော ချောင်း ဖြစ် နိုင် သလို ချောင်းခြောက် လည်း ဖြစ် နိုင် ပါ တယ်,idx_new_health_36
စိတ်ဖိစီးမှု ဟော်မုန်း ဖြစ် တဲ့ ကော်တီဆော ပမာဏ ကြောင့် ကိုရိုနာ ဦးနှောက် နဲ့ ကော ပတ်စ်ကေ လိုဆမ် လို့ ခေါ် တဲ့ ဦးနှောက် နှစ်ခြမ်း မှာ ပျက်စီး ချွတ်ယွင်းချက် တွေ ဖြစ် လာ ပါ တယ်,idx_new_health_37
ဆယ် ပေါင် လောက် ကျ သွား ပြီး ဆေး တွေ ကို လည်း ခြောက် နာရီ ခြား သောက် နေ ရ ပါ တယ်,idx_new_health_38
တကယ်လို့ သင် ဟာ ဖျားနာ နေ တယ် နှာစေး ချောင်းဆိုး နေ တယ် ဆို ရင် တော့ အပြင် ထွက် တဲ့ အခါ မက်စ် တပ်သင့် ပါ တယ်,idx_new_health_39
တချို့ ချောင်း တွေ က တော့ ဘာ မှ မ ထွက် လာ တတ် တာ မို့ ချောင်းခြောက် လို့ ခေါ် ပါ တယ်,idx_new_health_40
တုပ်ကွေး က နေ တစ်ဆင့် လည်း အဆုတ်ရောင် နမိုးနီးယား အဆင့် ကို ပြောင်း နိုင် ပါ သေး တယ်,idx_new_health_41
တုပ်ကွေး က နေ ပြီး အဆုတ်ရောင် ခြင်း နဲ့ အခြား ရောဂါ ပိုး ဝင် ခြင်း တွေ နဲ့ ဆက်စပ် သွား နိုင် ပါ တယ်,idx_new_health_42
တုပ်ကွေး က အအေးမိ တာ ထက် ရောဂါ လက္ခဏာ ပို ဆိုး ပြီး ပို ကြာ တယ် လို့ ဆို ပါ တယ်,idx_new_health_43
တုပ်ကွေး မိ ရင် ချောင်းခြောက် ဆိုး တာ နဲ့ စ ပါ တယ်,idx_new_health_44
ထို့ပြင် ကိုယ်ခံ အား ကို လည်း ကျ စေ နိုင် ပါ တယ်,idx_new_health_45
ဒါ ကြောင့် မို့ ရိုးရိုး အကိုက်အခဲ ပျောက်ဆေး နဲ့ အဖျား ကျ ဆေး သောက် ပြီး အိပ်ရာ ထဲ မှာ တစ် ရက် နေ ပြီး နောက် ရက် ဆေးခန်း သွား ပြ ခဲ့ ပါ တယ်,idx_new_health_46
ဒါ ကြောင့် ရိုးရိုး တုပ်ကွေး မိ တာ လို့ ပဲ ထင် ခဲ့ ပါ တယ်,idx_new_health_47
ဒါပေမဲ့ ကလေး တွေ ပာာ လူကြီး တွေ လို ရင် ဆို့ တာ ရင် ပူ တာ တွေ မဖြစ် ပါ ဘူး,idx_new_health_48
ဒါပေမဲ့ ကိုရိုနာ ဗိုင်းရပ်ပိုး စစ် လိုက် ရင် တော့ ပိုး ရှိ နေ တုန်း ပါ ပဲ,idx_new_health_49
ဒါပေမဲ့ တစ်ခါတစ်ရံ ချောင်းဆိုး ထုတ် လိုက် တဲ့ အခါ သွေး တွေ လည်း ပါ လာ တတ် ပါ တယ်,idx_new_health_50
ဒါပေမဲ့ ရောဂါ စ စ ဖြစ် ချင်း မှာ ဘာ လက္ခဏာ မှ မ ပြ တတ် ပါ ဘူး,idx_new_health_51
ဒါပေမဲ့ အသက်ရှူ ကြပ်တာ ချောင်းဆိုး တာ စတဲ့ လက္ခဏာ တွေ လုံးဝ မ ရှိ ခဲ့ ပါ ဘူး,idx_new_health_52
ဒါ့ အပြင် လူမျိုး အလိုက် လည်း ရောဂါ အတိမ်အနက် ကွဲပြား သေး တယ် လို့ ဆို ပါ တယ်,idx_new_health_53
ဒီ ကြား ထဲ မှာ တော့ ည ဘက် ပဲ တစ်ခါတလေ အဖျား တက် ချမ်းတုန် တာ မျိုး ရှိ ပါ တော့ တယ်,idx_new_health_54
ဒီ ချောင်း က ဆယ် ရက် လောက် ဆိုး နေ မယ်,idx_new_health_55
ဒီ တော့ ချောင်းဆိုး ရင်ကြပ် တော်တော် နဲ့ မ ပျောက် တဲ့ ကလေး တွေ ကို တတ်ကျွမ်း နားလည် တဲ့ ကလေး အထူးကု ဆရာဝန် နဲ့ ပြသ စစ်ဆေး ပါ,idx_new_health_56
ဒီ နောက်ပိုင်း မှာ နည်းနည်း သက်သာ လာ ခဲ့ ပေ မယ့် ဖျား တာ နဲ့ ချမ်းတာ က တော့ ကျန် နေ ပါ သေး တယ်,idx_new_health_57
ဒီလို ချွဲ သလိပ် တွေ သွေး တွေ ပါ လာ တဲ့ ချောင်း မျိုး ကို ချောင်းစို လို့ ခေါ် ပါ တယ်,idx_new_health_58
နောက် ရက် တွေ မှာ အခြေအနေ က ပို ပို ဆိုး လာ ပြီး အစား စား ချင် စိတ် လည်း မ ရှိ တော့ ပါ ဘူး,idx_new_health_59
နောက်ထပ် ကံကောင်း တာ တစ် ခု က သွေးကြော နံရံ များ ရောင်ရမ်း ခြင်း ရောဂါ ဟာ ပြင်းထန် ပေမယ့် အဖြစ် နည်း တဲ့ ရောဂါ ဖြစ် နေ တာ ပါ ပဲ,idx_new_health_60
နေ့လည် ဘက် တွေ မှာ လည်း ချောင်းဆိုး တတ် ပြီး ပန်းရောင် သမ်း တဲ့ ချွဲ သလိပ် တွေ ထွက် ပါ တယ်,idx_new_health_61
နှာစေး ခြင်း ချောင်းဆိုး ခြင်း ငွေ့ငွေ့ ဖျား ခြင်း တို့ ဖြစ်ပေါ် ပါ တယ်,idx_new_health_62
ပြင်းထန် ပါ က အသက်ရှူကျပ် ခြင်း နှင့်အတူ အသက်ပါ သေဆုံး နိုင် ပါ တယ်,idx_new_health_63
ဖျား တယ် ချမ်း ပြီး နုံး တယ် ကြွက်သား တွေ နာကျင် ကိုက်ခဲ နေ ခဲ့ တယ်,idx_new_health_64
ဖြစ်ပွား စေ တဲ့ အကြောင်းအရင်း ပေါ် မူတည် ၍ လည်ချောင်း နာ ခြင်း ပြင်းထန်မှု အမျိုးမျိုး ရှိ ပါ တယ်,idx_new_health_65
ဘာ ကြောင့် လဲ ဆို အပြင် မှာ သွား ရင်း လာ ရင်း တွေ့ နေ တဲ့ လူ တွေ ဟာ နေမကောင်း တဲ့ ပုံ မ ပြ ဘဲ အကောင်း အတိုင်း မို့ ပါ,idx_new_health_66
ဘာ လက္ခဏာ မှ မ ပြ ခဲ့ ပါ ဘူး,idx_new_health_67
ဘာ့ ကြောင့်ဆို ကိုရိုနာ ဗိုင်းရပ်စ် က အသက်ရှူ လမ်းကြောင်း ဆိုင်ရာ ရောဂါ ဖြစ် တဲ့ အတွက် ဖြစ် ပါ တယ်,idx_new_health_68
ရိုးရိုး အအေးမိ ခြင်း တချို့ ဟာ တကယ်တော့ ကိုရိုနာ ဗိုင်းရပ်စ် တွေ ကြောင့် ပါ ပဲ,idx_new_health_69
ရောဂါ ဖြစ် စေ တဲ့ ပိုးမွှား ပေါ် မူတည် ၍ ရောဂါ လက္ခဏာ အမျိုးမျိုး ကွဲပြား ခြားနား နိုင် သော် လည်း အများ အား ဖြင့် ကိုယ် အပူချိန် မြင့်တက် ၍ နုံးခွေ နိုင် ပါ တယ်,idx_new_health_70
ရောဂါ လက္ခဏာ မ ရှိ သူ လူကောင်း တစ် ယောက် ထံ မှ ကိုရိုနာ ဗိုင်းရပ်စ် ကူးစက် ခံ ရ နိုင် ပါ တယ်,idx_new_health_71
ရောဂါ လက္ခဏာ များ အဓိက တွေ့ ရ သော လက္ခဏာ မှာ ချောင်းဆိုး ခြင်း ဖြစ် ပြီး တစ် ပတ် ကျော် ထိ ကြာမြင့် တတ် ပါ တယ်,idx_new_health_72
ရှစ် ရက် မြောက် နေ့ မှာ တော့ အဖျား ပါ မ ရှိ တော့ ပါ ဘူး,idx_new_health_73
အခု ဆယ့်သုံး ရက် နေ့ မြောက် မှာ တော့ အဖျား လည်း လုံးဝ မ ရှိ တော့ လည်း တခြား လက္ခဏာ တွေ လည်း အကုန် မ ရှိ တော့ ပါ ဘူး,idx_new_health_74
အဓိက က ကိုယ်ခံအား နည်း တဲ့ သူ တွေ မှာ အများဆုံး ပို ဖြစ် နိုင် တယ် လို့ သိ ရ တယ်,idx_new_health_75
အဖျား ကြီး တာ ကို ကိုရိုနာ ဗိုင်းရပ်စ် ရဲ့ လက္ခဏာ တစ်ခု လို့ သတ်မှတ် ထား ပါ တယ်,idx_new_health_76
အသက်ရှူ ရ ခက် မယ်,idx_new_health_77
အသက်ရှူ လမ်းကြောင်း မှာ ယားယံ ခြင်း ရောင်ရမ်း ခြင်း ကြောင့် ဖြစ် တာ များ ပါ တယ်,idx_new_health_78
အဲဒီ တော့ သံသယ လူနာ တွေ လာ ပြီ ဆို ရင် အမ တို့ က ပြင်ပ လူနာ ဌာန မှာ စမ်းသပ်မှု အနေ နဲ့ ဒီ ရောဂါ လက္ခဏာ တွေ အနေနဲ့ ဖျား မယ်,idx_new_health_79
အဲဒီ အစား နှာစေး ချောင်းဆိုး လည်ချောင်း နာ တွေ ဖြစ်ပေါ် ခံစား လာ ရ ပါ တယ်,idx_new_health_80
ကု လို့ ရ ပါ တယ်,idx_new_health_81
ကျန်းမာရေး နဲ့ ညီညွတ် အောင် စား ပေး တာ က ကိုယ် ကျန်းမာရေး အတွက် တင် မ က စိတ် ကျန်းမာရေး အတွက် ပါ အရေးကြီး ပါ တယ်,idx_new_health_82
ချောင်းခြောက် ဆိုး တာ မ သက်သာ ရင် ရက်ရှည် လာ ရင် ဆရာ၀န် နဲ့ ပြသ ဆွေးနွေး ဖို့ စီစဉ် ရ ပါ မယ် မေမေ တို့ ရေ,idx_new_health_83
ချောင်းခြောက် ဆိုး နေ တဲ့ လသား အရွယ် သားသား မီးမီး ရဲ့ ရင်ဘတ် ခြေဖဝါး နဲ့ လည်ပင်း လေး တွေ ကို အသာအယာ ပွတ် လိမ်း ပေး လို့ ရ ပါ တယ်,idx_new_health_84
ချောင်းခြောက် ဆိုး နေ သူ ရင်သွေး လေး အတွက် အိမ်တွင်း ဆေး နည်းကောင်း များ,idx_new_health_85
ချောင်းခြောက် ဆိုး ပျောက် ဖို့ အတွက် အခြေခံ အကျ ဆုံး လိုက်နာ သင့် တဲ့ အချက် တွေ က တော့ ဒီ မှာ ပါ,idx_new_health_86
ချောင်းခြောက် ဆိုး ပြီး မသက်မသာ ဖြစ် နေ တဲ့ ရင်သွေးလေး ကို မုန်ညှင်း ဆီ နွေး လေး နဲ့ နှိပ်နယ် ပေး လိုက် ပါ ဦး,idx_new_health_87
ချောင်းဆိုး ပျောက် ဆေး သောက် လည်း မ သက်သာ ပါ ဘူး,idx_new_health_88
ဆရာဝန် ပြ ရ မယ်,idx_new_health_89
ဆာဂျက်ကယ် မက်စ် တွေ ကို ခြောက် နာရီ ထက် ကျော် ပြီး အသုံးမပြု သင့် ပါ ဘူး,idx_new_health_90
ဆာဂျက်ကယ် မက်စ် တွေ ကို တော့ လေး နာရီ ပြည့် တိုင်း အသစ် တစ် ခု လဲ ဝတ် တာ အကောင်းဆုံး ဖြစ် ပါ တယ်,idx_new_health_91
ဆေး သောက် ရ မယ်,idx_new_health_92
တခြား အကြောင်းရင်း တွေ ရှိ နေ မလား ရှာဖွေ စစ်ဆေး ပါ,idx_new_health_93
တစ် နာရီ အတွင်း မ သက်သာ ဘူး ပို ဆိုး လာ ရင် ဆေးရုံ သွား ပါ,idx_new_health_94
တစ် နေ့ ကို ဆားရည် နွေး ဖြင့် ပလုတ်ကျင်း ခြင်း ကို နှစ် ကြိမ် ပြုလုပ် ပါ,idx_new_health_95
တစ် နှစ် အောက် ကလေး ငယ် များ ကို တော့ ဆာဂျက်ကယ် မက်စ် များ အသုံးမပြု ဖို့ အသိပေး ထား ပါ တယ်,idx_new_health_96
ဒီ စမ်းသပ်မှု မှာ ပုံမှန် သောက် နေ ကျ အိုင်ဘီယူပရိုဖန်း ဆေး ဖော်မြူ လာ အစား အထူး ဖော်မြူ လာ ကို အသုံးပြု ထား ပါ တယ်,idx_new_health_97
နောက် အိုင််စီယူ ထဲ မှာ ကြပ်မတ် ကုသဆောင် မှာ အမ တို့ သီးသန့် ခန်း တွေ နဲ့ လည်း ထား ရှိ ပြီး စီစဉ် ဆောင်ရွက် လျက် ရှိ ပါ တယ်,idx_new_health_98
ဘာ မှန်း မ သိ ဘဲ ဆေးရမ်း သောက် လို့ မ ရ ပါ ဘူး,idx_new_health_99
မက်စ် ကို လျှော် ပြီး ပြန် ဝတ် မယ် ဆို ရင် တော့ အရည်အသွေး ပြည့်မီ စွာ ကာကွယ် နိုင် မှာ မ ဟုတ် တာ ကို သတိပြု ပါ,idx_new_health_100
မက်စ် တပ် တဲ့ အခါ မှာ နှာခေါင်း ကော ပါးစပ် ပါ အုပ် ထား ဖို့ လို ပြီး သတ္တုပြား ကို နှာရိုး တွင် အံကျ အောင် လက် ဖြင့် ဖိ ပေး ပါ,idx_new_health_101
မော တာ ရင် ကျပ် တာ မ ရှိ ဘူး ဆို ရင် သူ့ ကို အိမ် မှာ ပဲ နား ခိုင်း တယ်,idx_new_health_102
မျက်နှာ ပေါ် တွင် ချောင် လွန်း သော မက်စ် များ နှင့် တင်းကြပ် လွန်း တဲ့ မက်စ် တွေ ကို တော့ အသုံးမပြု သင့် ပါ ဘူး,idx_new_health_103
မျက်နှာ ရှေ့ က ကာ တာ တစ်ခု ထဲ နဲ့ မ လုံလောက် ပါ ဘူး,idx_new_health_104
မြန်မာ တွေ အိမ် မှာ အမြဲ ရှိ တတ် တဲ့ မုန်ညှင်း ဆီ က တော့ အရိုးရှင်းဆုံး အထိ ရောက် ဆုံး ပါ တဲ့,idx_new_health_105
ရေ နဲ့ တစ် မိနစ် လောက် ပလုတ်ကျင်း ပေး ပါ,idx_new_health_106
ရေ များများ သောက် ပါ,idx_new_health_107
ရေ များများ သောက် ပါ က ဆီး လမ်းကြောင်း ထဲ ရှိ ဘက် တီးရီးယား ပိုး တွေ ကို အပြင် ကို ထွက် သွား စေ နိုင် ပါ တယ်,idx_new_health_108
လုံလောက် မှန်ကန် တဲ့ ကုသမှု ခံယူ ပါ,idx_new_health_109
လူနာ တစ်ဝက် ကို ပုံမှန် ကုသမှု တွေ အပြင် အိုင်ဘီယူပရိုဖန်း ကို ပေး ကြည့် ပါ တယ်,idx_new_health_110
အကောင်းဆုံး က ဆရာဝန် ကို ချက်ချင်း ပြသ ဆွေးနွေး ပါ,idx_new_health_111
အပျော့ စား ကို ရိုနာ လက္ခဏာ တွေ အတွက် တော့ အိုင်ဘီယူပရိုဖန်း ထက် စာ ရင် ပါရာစီတမော ကို ပို သောက် ပေး စေ ချင် ပါ တယ်,idx_new_health_112
အများ အား ဖြင့် တော့ တုပ်ကွေး ဖြစ် ပြီး နောက် မှာ ချောင်းခြောက် ဆိုး ပြီး ကျန်ရစ် နိုင် ပါ တယ်,idx_new_health_113
